Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Ni (mass%),Mo (mass%),W (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Sn (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
,1.3550146,1034.1931,1.4007616,0.26295036,646.0886,0.9944235,0.12504011,9.460278,0.012605518,0.059164446,0.35173932,0.11735228,0.523018,0.010696828,5.8971915,0.000632568,0.82654214,0.001954657,0.027281724,83.96415,0.010483698,3.38877,3.995057,595.78546,413.64594,220.65703
,2.44E-05,1047.2365,1.0954815,0.15245229,673.18604,0.99656963,0.6132275,2.7629259,0.011993349,0.053980388,0.32319808,0.6999999,0.4687706,0.021710247,5.8725796,0.000451015,0.7280824,0.002272031,0.038350128,83.6529,0.018424664,3.621191,4.0074515,603.7137,345.54422,733.7872
,0.015030444,1.0032213,0.019774139,4.12554,2.5134943,0.001329869,6.62643,17.973263,0.007955849,0.03921332,0.001810598,2.44E-06,0.00455482,0.01986432,5.911175,0.015821323,0.009678667,0.0019523,4.1726046,89.52972,0.08607042,0.007064343,0.001269697,595.6188,135.16856,6.2347627
,2.03E-06,1066.5011,0.9977492,0.060528517,656.498,0.9993979,0.12394488,0.8330536,0.005525112,0.0621428,0.37376738,0.7,0.456318,0.014714569,5.8187633,5.23E-05,0.6905676,0.000620036,0.001765398,83.34287,0.012793133,3.746389,4.0187554,591.30566,383.95444,763.7706
,1.9989691,1044.6759,1.5928154,0.14569461,706.6849,0.9984148,0.026579201,2.9153059,0.008036703,0.065363504,0.3484277,1.67E-06,0.5592372,0.004800946,5.854156,0.001373877,0.9231587,0.001095118,0.009754188,84.09688,0.003880298,3.601375,4.006045,596.7107,432.36862,43.431183
,0.032900095,1042.5382,1.293779,0.2128452,616.3919,0.9970683,0.0919193,5.338004,0.009436041,0.060863793,0.37059128,0.69805527,0.5107027,0.012250781,5.8563094,0.0001287,0.7908325,0.001155159,0.006088252,83.80043,0.016146421,3.3943982,4.0142546,597.44965,431.05896,420.46863
,8.47E-05,1033.4009,1.189477,0.33379644,637.0288,0.9929638,1.1340946,5.4835663,0.018922597,0.05294802,0.31558394,0.69999963,0.45980898,0.023832798,5.915507,0.001079445,0.733172,0.003857943,0.119189315,83.73136,0.02538409,3.541481,3.9841235,610.5494,315.9306,736.2836
,1.9793718,1017.12085,1.8020571,0.6258607,695.50885,0.9886255,0.295873,19.6161,0.062363833,0.0632058,0.32619032,3.44E-05,0.51410973,0.012487382,5.9040427,0.00797201,0.9157127,0.004235228,0.30098733,84.392876,0.008612616,3.211493,3.8727248,610.79736,376.98395,83.95859
,1.9713655,1022.17615,1.8041811,0.58285743,683.50494,0.989225,0.27515143,19.528002,0.04668519,0.061219495,0.3291341,0.000134578,0.5121277,0.015201718,5.9155717,0.006188817,0.89664036,0.004402832,0.27317476,84.30082,0.009086593,3.2471495,3.890258,609.759,380.47626,107.37415
,0.001459062,1068.9576,1.1057072,0.022661686,563.09326,0.999909,0.001591444,0.2565661,0.001164824,0.073931456,0.42481697,0.6999606,0.49152023,0.004614174,5.7857966,1.25E-06,0.8631765,8.04E-05,6.30E-06,83.34567,0.007954822,3.56886,4.019934,572.1992,508.91467,426.62714
,0.009848177,1048.0651,1.2123418,0.1526326,588.4576,0.998121,0.06093234,3.170745,0.007478446,0.06203855,0.37023824,0.69965714,0.50552815,0.010362089,5.8444777,7.47E-05,0.76591325,0.000889473,0.003309806,83.70291,0.014034202,3.4399137,4.016403,596.1477,432.4093,490.5318
,0.00080359,1053.1283,1.210532,0.21882653,630.8081,0.99722695,0.2690673,4.540818,0.009531289,0.05779158,0.35438862,0.69999206,0.51340234,0.014773637,5.854791,0.000234869,0.7288672,0.001452936,0.01612205,83.69049,0.016182292,3.5594463,4.0122824,597.0666,393.48846,632.1863
,2.26E-06,1073.6877,0.8387532,0.02541095,565.0332,0.99992096,0.006642938,0.23589611,0.001678556,0.07257779,0.41607204,0.7,0.46683422,0.00508222,5.781956,2.09E-06,0.73111355,6.16E-05,1.59E-05,83.19679,0.007809021,3.7224422,4.019935,576.9469,457.01315,718.059
,1.9993427,1042.6873,1.6753167,0.13049543,714.8307,0.99836814,0.024287403,3.2742584,0.011116236,0.06579082,0.34917083,4.80E-07,0.5779235,0.005365163,5.8465204,0.001655442,0.9309038,0.001159952,0.0125373,84.084984,0.0043036,3.6475751,4.006325,600.27844,437.72946,28.250154
,1.981125,1031.7605,1.4942398,0.25414824,676.21967,0.99593043,0.067566335,7.6381,0.0133017,0.060643233,0.34147835,0.000187379,0.5339238,0.007693827,5.8803167,0.001352391,0.8625932,0.001767347,0.02798869,84.049164,0.007447999,3.4533815,3.9935176,599.8972,409.0494,94.42065
,7.37E-05,1048.0284,1.1365919,0.1531601,660.4214,0.9968845,0.44876635,3.7107098,0.010593474,0.05425938,0.32578146,0.69999975,0.47180253,0.020535588,5.862957,0.000291821,0.7200755,0.002028404,0.029899817,83.64356,0.016226532,3.6088772,4.0094357,600.3034,358.68427,723.1318
,0.002930105,1061.2235,1.1251802,0.06544143,577.34393,0.99951017,0.013321638,0.93843967,0.003187537,0.06826305,0.40060025,0.6999084,0.5051283,0.007768571,5.812647,1.06E-05,0.81265277,0.000301147,0.000166656,83.54303,0.010706443,3.561744,4.0194573,584.8815,469.2142,483.88187
,1.6835363,1047.1895,1.3362366,0.11959523,641.50256,0.9987372,0.015598536,2.3927567,0.004815072,0.06838695,0.37924236,0.017484505,0.5070381,0.006876648,5.8470855,0.000106394,0.84545076,0.000848317,0.001177688,83.846634,0.008795273,3.4294052,4.016123,582.2826,468.58072,125.05012
,1.7517104,1041.5134,1.420069,0.22730827,654.98834,0.99669766,0.056664646,6.0406203,0.008864194,0.062470555,0.354397,0.016442195,0.52752334,0.009024739,5.8780246,0.000426303,0.84103733,0.001598812,0.011557027,84.01392,0.008986896,3.4039586,4.006183,593.3981,426.3353,150.72322
,1.9763145,1017.76056,1.6872432,0.5319536,683.14197,0.9902676,0.21888465,17.76129,0.033441454,0.05926285,0.3268572,0.000237426,0.5274332,0.013497859,5.921574,0.004402518,0.8852134,0.003903301,0.16721068,84.17264,0.009606393,3.2879038,3.932513,603.0778,382.5087,127.50123
,1.9745355,1035.5139,1.4799805,0.24556518,684.1013,0.9958749,0.05828142,7.2749662,0.011749774,0.06102516,0.344158,0.00033145,0.5331628,0.008273363,5.8963976,0.000992462,0.86998606,0.001815727,0.025416357,84.01526,0.007863212,3.4505677,3.9980175,597.47595,416.66473,100.764084
,1.986548,1043.2167,1.429827,0.17147511,691.17584,0.9974671,0.031915307,4.6952705,0.008098573,0.06384581,0.35089445,0.000106916,0.5370202,0.005939633,5.867736,0.000690761,0.8745212,0.001307417,0.009451383,84.06427,0.006773817,3.4744692,4.0060377,593.76324,428.15384,80.76382
,5.96E-08,1076.3217,0.7483163,0.020603836,609.75494,0.99994797,0.011512637,0.12132943,0.001403898,0.07339235,0.42046118,0.7,0.45981115,0.006061465,5.7803493,2.26E-06,0.68512285,6.75E-05,1.45E-05,83.13087,0.007745615,3.8092117,4.019966,570.3917,442.16458,784.81866
,1.9927111,1054.6388,1.3928843,0.13422072,692.7206,0.99918985,0.009442866,1.9093297,0.00424242,0.07004456,0.36616275,3.42E-05,0.54302245,0.005380124,5.8462954,0.000294358,0.8956561,0.000678353,0.001202145,83.88574,0.005677881,3.5135918,4.016137,587.27484,460.75272,48.994846
,0.7821615,1030.0427,1.4298452,0.3631875,635.5424,0.99228525,0.21005571,11.710235,0.015030891,0.05811735,0.35356346,0.41155598,0.511998,0.012531012,5.9055157,0.000727429,0.8198272,0.002706996,0.04148874,83.94855,0.015047004,3.32306,3.9835737,600.36743,409.66956,250.61887
,0.002571523,1070.3977,0.9985076,0.011636317,544.89404,0.9999567,0.000619888,0.1369819,0.000750393,0.076837406,0.43452203,0.6998788,0.44754535,0.003167868,5.775965,3.86E-07,0.8424348,5.83E-05,1.13E-06,83.28416,0.006641556,3.55195,4.019967,566.4158,524.2359,359.49518
,0.2224415,1033.6807,1.3479271,0.3025189,622.0297,0.99379957,0.14585853,9.099216,0.010700315,0.06024885,0.3582183,0.66952324,0.5126192,0.013283283,5.8850913,0.000281627,0.80617017,0.001937298,0.016868979,83.854836,0.014855134,3.3395734,4.0052695,599.59094,413.74258,324.91934
,0.008322239,0.28131008,0.011046499,4.256922,1.0531658,0.000309825,5.704555,13.73324,0.005212784,0.035808083,0.000954878,4.80E-07,0.00255394,0.014585555,5.8948927,0.013218473,0.004749274,0.001467924,4.196237,89.5737,0.07327085,0.002454877,0.000383856,603.7569,126.32943,2.4060977
,0.20082033,1045.829,1.3563888,0.27084798,632.274,0.99649686,0.089365244,6.164077,0.01001513,0.062451262,0.36608678,0.6710107,0.51113605,0.012201458,5.8770795,0.000184175,0.8216882,0.001421379,0.007585764,83.796135,0.015650395,3.35001,4.0126567,594.5479,439.9219,310.048
,0.018552244,1046.903,1.3352089,0.22969395,613.3047,0.99709713,0.10728985,6.6714096,0.009334326,0.05968838,0.36337596,0.69914824,0.5245143,0.013405651,5.8582025,0.000146168,0.79152614,0.001104789,0.009184253,83.798965,0.016257443,3.4179091,4.0126343,600.0642,415.48856,445.22418
,0.21958643,1046.1249,1.2809048,0.15197098,629.499,0.99779445,0.04364699,3.731398,0.007335901,0.06576112,0.3816408,0.6582004,0.496025,0.009904832,5.845918,8.03E-05,0.8107289,0.000912624,0.001933567,83.79106,0.011937631,3.400597,4.015352,590.88885,458.23044,266.73126
,2.44E-06,1074.1692,0.83240193,0.015313923,544.80164,0.99996054,0.002491474,0.13489127,0.001152426,0.0747378,0.42399445,0.7,0.45825124,0.00376752,5.7736335,7.66E-07,0.7488781,3.48E-05,3.91E-06,83.17634,0.00759577,3.716423,4.0199747,571.96387,479.34677,694.83405
,8.52E-05,1067.4647,1.031407,0.043945014,570.8024,0.99976534,0.009422004,0.511896,0.002224982,0.07005177,0.4085923,0.69999933,0.4763196,0.005835235,5.7916193,4.73E-06,0.78190356,0.000141385,6.58E-05,83.34634,0.010206267,3.6320214,4.0198054,579.4934,466.60516,614.833
,4.01E-05,1065.3254,1.0275474,0.07504374,609.055,0.99938375,0.055518746,1.1624646,0.005192637,0.065114155,0.3839558,0.6999998,0.49286628,0.009307504,5.808757,3.35E-05,0.7293719,0.000367447,0.000919888,83.4324,0.011342961,3.6401489,4.0190873,585.1386,423.38953,692.5152
,1.9654679,1030.2335,1.4727426,0.30945987,672.06537,0.9952301,0.08901805,9.4475155,0.015760332,0.059693478,0.33195162,0.000640765,0.5310567,0.007965773,5.9025216,0.001415652,0.85602903,0.002095654,0.04183302,83.990814,0.009307371,3.4150386,3.9854767,599.9963,401.1694,108.91973
,0.37787443,1041.7302,1.3762355,0.25653094,618.0976,0.9959951,0.110682845,6.783704,0.008900821,0.06115695,0.36075786,0.6235934,0.52208215,0.01510641,5.8821425,0.000265792,0.818964,0.001621383,0.011202914,83.86314,0.014531073,3.3994086,4.007677,597.61304,419.38168,312.966
,1.9905624,1044.8396,1.4654584,0.17152727,692.2211,0.99767375,0.027370453,4.041375,0.008307129,0.0634284,0.35331473,6.09E-05,0.5391282,0.006300777,5.8764143,0.000665502,0.87689304,0.001300077,0.009469284,84.027885,0.006870139,3.4610188,4.0074983,595.4734,431.4303,71.13063
,0.3585006,973.7239,1.6839414,1.3192966,597.937,0.96468323,1.7041996,36.35656,0.06247419,0.05348148,0.32642385,0.62717414,0.4949708,0.038746387,5.9579053,0.004661897,0.86109215,0.008175818,0.5653691,84.25138,0.02926569,3.1743233,3.8025,604.9437,356.25635,472.36328
,1.9895958,1039.0968,1.416734,0.14503151,685.8731,0.9983189,0.020560622,3.7758648,0.00721693,0.06545131,0.35120896,6.45E-05,0.53519535,0.005133539,5.8572483,0.00056376,0.8617026,0.001219462,0.006022447,84.02995,0.006363949,3.4399605,4.009946,593.5167,440.3596,64.95452
,0.007034779,0.5110252,0.01578489,5.468497,1.9150159,0.000606984,5.552885,18.379063,0.010650486,0.043223545,0.001148642,6.47E-07,0.003646636,0.017837048,5.900068,0.016711408,0.006831139,0.001874254,4.2031627,89.5373,0.08633864,0.00380528,0.000804732,603.8396,132.59645,2.9523957
,1.525831,998.9853,1.6998742,0.97667426,629.092,0.97734225,0.75930953,33.93321,0.04996708,0.056571923,0.32555833,0.059655383,0.50133836,0.0212287,5.960206,0.005434004,0.91393447,0.005713619,0.48302072,84.203094,0.019607708,3.1890073,3.7978778,603.77356,365.1226,304.22906
,1.9973954,1060.9053,1.3116328,0.045388937,697.48267,0.9998067,0.001369417,0.5352202,0.001954198,0.076370925,0.39172697,4.03E-06,0.52517945,0.003040165,5.8091736,6.39E-05,0.88925314,0.000284307,7.77E-05,83.73425,0.003800435,3.5415087,4.019203,577.6218,496.3618,29.941456
,1.8086076,1003.6021,1.6876585,1.0490165,646.11084,0.9807229,0.63040257,32.2052,0.05608481,0.05701139,0.31027773,0.006111768,0.49842858,0.019633591,5.959757,0.007276577,0.89691305,0.00570781,0.52190703,84.36514,0.017982583,3.0826101,3.7949505,603.5033,352.52185,230.4621
,0.018912911,1048.1964,1.2599647,0.15595853,594.1519,0.99812984,0.06514639,3.944588,0.008690596,0.063106135,0.37686187,0.6991528,0.49775654,0.01132068,5.8452845,8.68E-05,0.7805287,0.000880172,0.003012925,83.65773,0.014352461,3.4008043,4.01527,596.1117,442.6624,434.2018
,8.60E-05,1053.6549,1.115431,0.13715178,634.4592,0.9979503,0.26942194,2.8463876,0.008281916,0.058406066,0.34854084,0.69999963,0.48993245,0.016075075,5.8481383,0.000182308,0.7073211,0.001548999,0.01260197,83.54732,0.014219179,3.6118917,4.0147247,596.28,383.2728,705.00226
,1.999404,1041.2094,1.8017662,0.13510436,730.0554,0.99793416,0.037908554,4.247566,0.019699365,0.06799975,0.3469184,1.67E-07,0.58653367,0.006505311,5.8446465,0.003454003,0.92998743,0.001553818,0.029092506,84.10371,0.004834548,3.6147685,3.9986167,606.8678,434.76007,24.895893
,0.00303793,0.21082163,0.012130111,5.596058,1.2896198,0.000235021,4.4224887,16.299702,0.011297733,0.04325884,0.000580442,6.26E-08,0.002823162,0.014717966,5.9042087,0.017829785,0.004493094,0.001592239,4.2178745,89.60398,0.07933919,0.001330376,0.000411651,612.93243,126.58549,1.1505553
,1.921822,1048.3658,1.4384122,0.23007095,673.8993,0.99732745,0.04040152,5.128868,0.008208364,0.06339951,0.35677183,0.001791304,0.5305043,0.007457763,5.879855,0.000439541,0.8651185,0.001257581,0.007807511,83.97342,0.007691177,3.418815,4.008196,593.03937,430.12677,111.49537
,1.9995824,1046.8264,1.6396018,0.1132071,716.2334,0.99910307,0.013102591,2.0817614,0.007580966,0.06819055,0.35301775,3.96E-07,0.5722391,0.005286217,5.83886,0.001042102,0.9469283,0.000798078,0.004067071,84.09031,0.003915852,3.6541739,4.013104,597.4713,448.849,28.185827
,0.001128316,0.021886826,0.003272206,4.467359,0.22339672,1.56E-05,4.280588,10.926157,0.003966868,0.030478721,0.00019981,2.09E-08,0.000715899,0.010930806,5.90427,0.011813939,0.001103622,0.000829789,4.223834,89.64522,0.08655565,0.000210166,3.80E-05,611.13837,118.683044,0.25668994
,1.9980055,1047.5553,1.5630045,0.14944524,701.12085,0.9982366,0.023703277,3.3029456,0.008263618,0.06530832,0.35299975,5.28E-06,0.55071807,0.005879641,5.857848,0.000930893,0.90798557,0.001152992,0.007896638,84.03461,0.005297693,3.550497,4.009073,598.3243,428.90582,48.277218
,0.004632592,0.47693968,0.018060654,5.8153152,2.1479359,0.000615567,4.9837856,17.719913,0.013782889,0.0484732,0.000922771,2.09E-07,0.00392735,0.015805632,5.89573,0.019993594,0.007765698,0.001950824,4.2100897,89.580025,0.07663624,0.002697945,0.000926694,606.77625,130.88618,2.360832
,0.021139681,1019.7165,1.4036669,0.4301995,623.6933,0.98906165,0.82618445,13.895564,0.023625761,0.052553385,0.34413272,0.69948715,0.5042238,0.022837609,5.8975897,0.000887625,0.7667175,0.003952983,0.111819245,83.89123,0.020978227,3.3882012,3.9755342,603.1497,388.94473,562.1646
,0.005375028,1062.0839,1.1717505,0.067426264,595.453,0.99956024,0.01115799,1.0081031,0.002934396,0.06867481,0.40286577,0.6997712,0.49970537,0.007355958,5.808536,1.07E-05,0.8202605,0.000277688,0.000133249,83.526405,0.009991715,3.5199165,4.0195184,584.7303,481.30487,413.19086
,1.9938717,1026.7693,1.6987798,0.27084947,704.0356,0.99456406,0.13561994,9.831083,0.02790302,0.062414754,0.33470312,1.66E-05,0.54148704,0.009787828,5.881784,0.004102779,0.89341146,0.003032121,0.07422525,84.125496,0.00706222,3.419738,3.9652867,605.42194,399.9712,67.410286
,0.046253204,1047.9584,1.2805175,0.19427091,601.95087,0.9974128,0.0785321,5.4826574,0.007887304,0.06218834,0.37122795,0.6971977,0.5056323,0.012966365,5.8527374,0.000113608,0.78724635,0.001075855,0.004548383,83.760216,0.014933802,3.3894942,4.013624,596.52246,437.4819,375.20825
,0.006389737,0.12832761,0.006857872,3.5348654,0.6596342,0.000146061,4.707986,9.926598,0.002890915,0.02781849,0.000596262,1.67E-07,0.001515102,0.01145485,5.905179,0.010879897,0.002524257,0.000980641,4.202187,89.59282,0.079252504,0.00119853,0.000173119,601.2638,122.21496,1.1548105
,2.69E-05,1071.6788,0.93324065,0.023773313,565.0814,0.9999279,0.003163517,0.25856584,0.001203686,0.07256471,0.41854525,0.6999998,0.47400236,0.004415542,5.779727,1.55E-06,0.79297006,5.73E-05,9.45E-06,83.265686,0.007645918,3.6562958,4.019944,574.00836,481.65045,604.2387
,0.00032872,1025.2731,1.2310872,0.28647035,643.24414,0.99161303,0.9349391,6.6776996,0.01914984,0.051963083,0.3094672,0.6999974,0.47329536,0.022656262,5.90074,0.000851367,0.7325674,0.00365613,0.105875336,83.7726,0.023328455,3.5238152,3.9886277,606.579,352.33994,698.1146
,0.9752025,1056.4314,1.3406056,0.16483814,637.0092,0.9979814,0.031505525,3.2842207,0.005464166,0.06705547,0.38435343,0.24141866,0.50435054,0.00992927,5.8530445,0.000107856,0.83963126,0.000885896,0.001723293,83.78977,0.010379287,3.4470472,4.015,587.80646,460.34003,192.18791
